univ_id,univ_name,major_id,major_name,year,priority,real_apply,score,지원 결과,최초합격 커트라인,최종 커트라인,이월 전 정원,수시 이월 정원,실제 지원자 수,추가 합격자 수
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.6,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,2.0,True,743.4125,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,753.75,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,739.205,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.8925,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,681.6276042000002,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,751.39,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,646.7925,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,724.6302082999998,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,735.5175,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,746.135,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,749.305,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,748.45,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,740.68,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,738.6875,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,756.505,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,749.43,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,747.5575,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,731.39,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,738.55,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,752.34,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,734.7675,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,738.8177082999998,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,738.8375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,752.375,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,723.4875,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,745.38,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,720.005,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,754.74,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,2.0,True,747.9175,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,748.0375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,752.7675,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,737.6775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,739.955,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.5375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,758.8005208,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,745.555,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,753.55,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,754.3,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,740.1775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.875,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,766.005,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,742.5925,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,748.455,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,747.82,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,744.1425,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,739.8375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,752.0875,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,747.1575,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,712.0075,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,750.17,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,746.7375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,1.0,True,715.5875,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,740.885,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,748.52,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,709.455,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,757.4825,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,731.5975,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,745.5125,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,751.4275,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,720.62,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,756.9875,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,740.285,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,747.0925,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,726.37,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,730.2734375,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,722.485,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,750.5,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,748.18,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,731.025,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,720.825,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,752.7825,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,747.9175,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,618.5875,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,734.2275,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,1.0,True,746.69,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,746.4875,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.2375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,1.0,True,752.8375,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,718.255,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,781.305,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,731.37,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.84,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,730.9225,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.2375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,748.1775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,744.95,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.1925,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,745.8675,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,752.1775,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,732.7,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,744.3375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,741.6175,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,731.38,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,743.455,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,755.705,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,750.1,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,754.3375,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,741.9275,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,746.3425,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,2.0,True,743.25,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,760.305,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,3.0,True,746.1775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,753.6425,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,740.2875,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,744.5925,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,720.885,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,672.195,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,747.4075,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,750.0375,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,730.9775,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,744.1925,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,721.1775,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,754.0875,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,721.765,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,754.1458332999998,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,749.895,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,756.4175,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,743.9275,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,756.3425,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,733.6775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,740.39,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,746.1925,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,744.9775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,736.19,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,746.1775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,746.2,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,755.765,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,742.8375,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,737.5020833,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,749.625,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,737.7875,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,725.56,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,752.755,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,738.6775,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,725.165,불합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,745.1625,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,757.805,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,True,743.8075,추가합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,755.18,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
5,성균관대학교,3293,건설환경공학부,2019,0.0,False,753.9,최초합격,749.48,731.39,20.0,0.0,113.0,16.0
