univ_id,univ_name,major_id,major_name,year,priority,real_apply,score,지원 결과,최초합격 커트라인,최종 커트라인,이월 전 정원,수시 이월 정원,실제 지원자 수,추가 합격자 수
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,746.8075,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,735.6225,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,736.9675,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,746.3475,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,739.2875,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,735.895,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,748.2375,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,738.5975,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,747.7,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,734.445,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,743.7,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,736.09,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,740.2,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,744.3475,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,738.4225,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,751.425,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,729.545,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,740.11,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,1.0,True,742.39,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,730.695,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,736.755,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,744.2675,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,756.425,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,741.205,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,1.0,True,743.72,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,744.155,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,737.335,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,733.42,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,736.89,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,745.4325,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,752.1675,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,748.4375,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,745.7825,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,738.065,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,725.1875,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,738.0125,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,746.675,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,745.1525,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,742.4175,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,738.74,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,1.0,True,738.315,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,736.5125,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,644.465,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,728.275,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,1.0,True,735.7275,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,741.72,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,755.4225,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,739.4375,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,1.0,True,741.6675,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,738.4375,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,749.74,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,747.67,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,756.4475,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,759.7075,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,741.4825,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,745.72,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,759.53,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,741.9175,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,746.9525,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,739.2875,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,1.0,True,735.1325,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,744.14,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,750.155,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,734.96,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,745.405,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,744.385,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,732.2525,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,745.955,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,711.7825,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,750.005,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,746.365,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,737.5775,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,743.2475,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,745.4375,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,740.085,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,731.1975,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,731.22,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,753.905,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,2.0,True,745.655,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,740.0425,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,745.7075,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,749.405,최초합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,True,743.6525,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,738.03,불합격,747.34,745.64,30.0,0.0,164.0,31.0
5,성균관대학교,4481,건설환경공학부,2020,0.0,False,746.3675,추가합격,747.34,745.64,30.0,0.0,164.0,31.0
